title,company_name,description
Lead Data Scientist,Instacart,"Instacart is hiring a Lead Data Scientist to help build and scale our data and engineering platform. In this role you will built predictive models, implemented neural networks, and developed ML pipelines. Must have: 5+ years in data analysis, hands-on experience with matplotlib and numpy, strong knowledge of python. Nice to have: deep learning, aws, git. You will work closely with product and design teams to deliver high-quality software. Our stack: data analysis, matplotlib, spark. Remote-friendly, competitive salary."
Data Infrastructure Engineer,Lyft,"Lyft is hiring a Data Infrastructure Engineer to help build and scale our data and engineering platform. In this role you will built data pipelines, implemented data quality checks, and automated ingestion jobs. Must have: 3+ years in airflow, hands-on experience with data pipelines and databricks, strong knowledge of scala. Nice to have: redshift, airflow, git. You will work closely with product and design teams to deliver high-quality software. Our stack: airflow, data pipelines, dbt. Remote-friendly, competitive salary."
Senior Cloud Engineer,Twilio,"Twilio is hiring a Senior Cloud Engineer to help build and scale our data and engineering platform. In this role you will managed multi-region deployments, implemented IAM policies and security hardening, and optimized cloud costs by 35%. Must have: 2+ years in python, hands-on experience with lambda and linux, strong knowledge of ci/cd. Nice to have: iam, terraform, aws cli. You will work closely with product and design teams to deliver high-quality software. Our stack: python, lambda, vault. Remote-friendly, competitive salary."
Server-Side Engineer,SAP,"We are looking for a Server-Side Engineer to join our cloud infrastructure team at SAP. You will integrated third-party APIs and designed high-performance APIs. The ideal candidate has strong experience in python, java, and mongodb. You should be comfortable working with git and jenkins. Responsibilities include designing scalable systems, collaborating with cross-functional teams, and driving best practices. Requirements: 2+ years of experience, proficiency in aws, sql, and rest api. Familiarity with nginx is a plus. We offer competitive compensation, equity, and excellent benefits."
Backend Engineer,Cloudflare,"We are looking for a Backend Engineer to join our product engineering team at Cloudflare. You will implemented caching with Redis and refactored legacy systems. The ideal candidate has strong experience in algorithms, python, and postgresql. You should be comfortable working with jira and git. Responsibilities include designing scalable systems, collaborating with cross-functional teams, and driving best practices. Requirements: 2+ years of experience, proficiency in java, agile, and microservices. Familiarity with vs code is a plus. We offer competitive compensation, equity, and excellent benefits."
Staff Data Scientist,Hugging Face,"We are looking for a Staff Data Scientist to join our developer experience team at Hugging Face. You will analyzed large datasets and conducted A/B testing. The ideal candidate has strong experience in numpy, matplotlib, and tensorflow. You should be comfortable working with jupyter and git. Responsibilities include designing scalable systems, collaborating with cross-functional teams, and driving best practices. Requirements: 4+ years of experience, proficiency in sql, r, and data analysis. Familiarity with spark is a plus. We offer competitive compensation, equity, and excellent benefits."
API Engineer,Microsoft,"We are looking for a API Engineer to join our cloud infrastructure team at Microsoft. You will integrated third-party APIs and implemented authentication systems. The ideal candidate has strong experience in mongodb, microservices, and kafka. You should be comfortable working with docker and nginx. Responsibilities include designing scalable systems, collaborating with cross-functional teams, and driving best practices. Requirements: 3+ years of experience, proficiency in aws, grpc, and ci/cd. Familiarity with git is a plus. We offer competitive compensation, equity, and excellent benefits."
Backend Engineer,Twilio,"Join Twilio as a Backend Engineer. We are a fast-growing startup solving hard problems with postgresql. What you'll do: refactored legacy systems; optimized database queries; implemented caching with Redis. What we need: deep expertise in mongodb and redis; strong background in algorithms; experience deploying git at scale. Bonus: docker, git, docker. 2+ years of professional experience required. Benefits: unlimited PTO, remote work, top-of-market compensation, and equity."
UI Engineer,Amazon,"Amazon is hiring a UI Engineer to help build and scale our data and engineering platform. In this role you will developed accessible web interfaces, implemented UI component libraries, and improved page load performance. Must have: 3+ years in rest api, hands-on experience with javascript and webpack, strong knowledge of node.js. Nice to have: graphql, git, storybook. You will work closely with product and design teams to deliver high-quality software. Our stack: rest api, javascript, eslint. Remote-friendly, competitive salary."
DevOps Engineer,IBM,"We are looking for a DevOps Engineer to join our AI/ML team at IBM. You will designed disaster recovery plans and managed Kubernetes clusters. The ideal candidate has strong experience in azure, prometheus, and monitoring. You should be comfortable working with jenkins and github actions. Responsibilities include designing scalable systems, collaborating with cross-functional teams, and driving best practices. Requirements: 5+ years of experience, proficiency in bash, jenkins, and git. Familiarity with vault is a plus. We offer competitive compensation, equity, and excellent benefits."
Full Stack Engineer,Uber,"Join Uber as a Full Stack Engineer. We are a fast-growing startup solving hard problems with docker. What you'll do: built React frontends with Node.js backends; developed end-to-end web applications; improved SEO and performance. What we need: deep expertise in git and html; strong background in node.js; experience deploying figma at scale. Bonus: javascript, typescript, docker. 2+ years of professional experience required. Benefits: unlimited PTO, remote work, top-of-market compensation, and equity."
Senior Software Engineer,Cisco,"Join Cisco as a Senior Software Engineer. We are a fast-growing startup solving hard problems with agile. What you'll do: developed RESTful APIs; led code reviews; designed microservices architecture. What we need: deep expertise in sql and rest api; strong background in microservices; experience deploying jira at scale. Bonus: ci/cd, mongodb, postman. 5+ years of professional experience required. Benefits: unlimited PTO, remote work, top-of-market compensation, and equity."
Data Engineer,Microsoft,"Join Microsoft as a Data Engineer. We are a fast-growing startup solving hard problems with hadoop. What you'll do: implemented data quality checks; built data pipelines; deployed Kafka streaming systems. What we need: deep expertise in kafka and data pipelines; strong background in postgresql; experience deploying airflow at scale. Bonus: scala, redshift, terraform. 4+ years of professional experience required. Benefits: unlimited PTO, remote work, top-of-market compensation, and equity."
Senior DevOps Engineer,ServiceNow,"Join ServiceNow as a Senior DevOps Engineer. We are a fast-growing startup solving hard problems with linux. What you'll do: provisioned cloud infrastructure with Terraform; implemented monitoring with Prometheus and Grafana; designed disaster recovery plans. What we need: deep expertise in azure and aws; strong background in ci/cd; experience deploying github actions at scale. Bonus: prometheus, python, pagerduty. 4+ years of professional experience required. Benefits: unlimited PTO, remote work, top-of-market compensation, and equity."
Senior Cloud Engineer,Lattice,"Join Lattice as a Senior Cloud Engineer. We are a fast-growing startup solving hard problems with python. What you'll do: migrated on-prem systems to AWS; designed cloud-native architectures; set up disaster recovery workflows. What we need: deep expertise in security and aws; strong background in s3; experience deploying aws cli at scale. Bonus: ci/cd, lambda, kubectl. 3+ years of professional experience required. Benefits: unlimited PTO, remote work, top-of-market compensation, and equity."
React Developer,Deloitte,"We are looking for a React Developer to join our analytics team at Deloitte. You will integrated REST APIs and implemented UI component libraries. The ideal candidate has strong experience in node.js, javascript, and react. You should be comfortable working with git and figma. Responsibilities include designing scalable systems, collaborating with cross-functional teams, and driving best practices. Requirements: 2+ years of experience, proficiency in graphql, vue, and webpack. Familiarity with webpack is a plus. We offer competitive compensation, equity, and excellent benefits."
Web Application Engineer,Uber,"Uber is hiring a Web Application Engineer to help build and scale our data and engineering platform. In this role you will improved SEO and performance, developed end-to-end web applications, and designed and deployed full stack features. Must have: 4+ years in typescript, hands-on experience with css and python, strong knowledge of postgresql. Nice to have: mongodb, jira, git. You will work closely with product and design teams to deliver high-quality software. Our stack: typescript, css, vs code. Remote-friendly, competitive salary."
Senior Data Engineer,New Relic,"We are looking for a Senior Data Engineer to join our analytics team at New Relic. You will implemented data quality checks and deployed Kafka streaming systems. The ideal candidate has strong experience in snowflake, sql, and data pipelines. You should be comfortable working with airflow and git. Responsibilities include designing scalable systems, collaborating with cross-functional teams, and driving best practices. Requirements: 2+ years of experience, proficiency in databricks, hadoop, and postgresql. Familiarity with jenkins is a plus. We offer competitive compensation, equity, and excellent benefits."
Senior Data Engineer,MongoDB,"MongoDB is hiring a Senior Data Engineer to help build and scale our data and engineering platform. In this role you will deployed Kafka streaming systems, automated ingestion jobs, and built data pipelines. Must have: 3+ years in sql, hands-on experience with kafka and docker, strong knowledge of aws. Nice to have: etl, git, airflow. You will work closely with product and design teams to deliver high-quality software. Our stack: sql, kafka, dbt. Remote-friendly, competitive salary."
Operations Analyst,Scale AI,"We are looking for a Operations Analyst to join our AI/ML team at Scale AI. You will developed KPI frameworks and analyzed business requirements. The ideal candidate has strong experience in scrum, stakeholder management, and jira. You should be comfortable working with sql and excel. Responsibilities include designing scalable systems, collaborating with cross-functional teams, and driving best practices. Requirements: 3+ years of experience, proficiency in reporting, confluence, and agile. Familiarity with jira is a plus. We offer competitive compensation, equity, and excellent benefits."
API Engineer,Stripe,"Stripe is hiring a API Engineer to help build and scale our data and engineering platform. In this role you will optimized database schemas, designed high-performance APIs, and integrated third-party APIs. Must have: 5+ years in microservices, hands-on experience with git and grpc, strong knowledge of redis. Nice to have: docker, git, postman. You will work closely with product and design teams to deliver high-quality software. Our stack: microservices, git, docker. Remote-friendly, competitive salary."
DevOps Engineer,Zscaler,"We are looking for a DevOps Engineer to join our cloud infrastructure team at Zscaler. You will designed disaster recovery plans and provisioned cloud infrastructure with Terraform. The ideal candidate has strong experience in azure, jenkins, and monitoring. You should be comfortable working with github actions and pagerduty. Responsibilities include designing scalable systems, collaborating with cross-functional teams, and driving best practices. Requirements: 4+ years of experience, proficiency in python, prometheus, and docker. Familiarity with vault is a plus. We offer competitive compensation, equity, and excellent benefits."
Lead Data Scientist,Confluent,"Join Confluent as a Lead Data Scientist. We are a fast-growing startup solving hard problems with tableau. What you'll do: conducted A/B testing; developed ML pipelines; optimized model performance. What we need: deep expertise in pytorch and matplotlib; strong background in machine learning; experience deploying git at scale. Bonus: sql, jupyter, docker. 3+ years of professional experience required. Benefits: unlimited PTO, remote work, top-of-market compensation, and equity."
SRE,Twilio,"We are looking for a SRE to join our AI/ML team at Twilio. You will secured container environments and provisioned cloud infrastructure with Terraform. The ideal candidate has strong experience in aws, ansible, and bash. You should be comfortable working with helm and vault. Responsibilities include designing scalable systems, collaborating with cross-functional teams, and driving best practices. Requirements: 4+ years of experience, proficiency in kubernetes, prometheus, and grafana. Familiarity with pagerduty is a plus. We offer competitive compensation, equity, and excellent benefits."
Site Reliability Engineer,New Relic,"New Relic is hiring a Site Reliability Engineer to help build and scale our data and engineering platform. In this role you will designed disaster recovery plans, secured container environments, and reduced deployment time. Must have: 3+ years in monitoring, hands-on experience with prometheus and bash, strong knowledge of linux. Nice to have: kubernetes, pagerduty, github actions. You will work closely with product and design teams to deliver high-quality software. Our stack: monitoring, prometheus, jenkins. Remote-friendly, competitive salary."
Staff Data Scientist,DoorDash,"Join DoorDash as a Staff Data Scientist. We are a fast-growing startup solving hard problems with machine learning. What you'll do: implemented neural networks; optimized model performance; designed feature engineering pipelines. What we need: deep expertise in numpy and matplotlib; strong background in deep learning; experience deploying jupyter at scale. Bonus: r, python, git. 3+ years of professional experience required. Benefits: unlimited PTO, remote work, top-of-market compensation, and equity."
Full Stack Engineer,Netflix,"Join Netflix as a Full Stack Engineer. We are a fast-growing startup solving hard problems with react. What you'll do: integrated payment gateways; built React frontends with Node.js backends; designed and deployed full stack features. What we need: deep expertise in aws and rest api; strong background in node.js; experience deploying git at scale. Bonus: javascript, python, docker. 4+ years of professional experience required. Benefits: unlimited PTO, remote work, top-of-market compensation, and equity."
API Engineer,JetBrains,"Join JetBrains as a API Engineer. We are a fast-growing startup solving hard problems with kafka. What you'll do: optimized database schemas; integrated third-party APIs; deployed services on AWS. What we need: deep expertise in java and redis; strong background in postgresql; experience deploying git at scale. Bonus: grpc, python, jenkins. 3+ years of professional experience required. Benefits: unlimited PTO, remote work, top-of-market compensation, and equity."
Cloud Architect,Figma,"Join Figma as a Cloud Architect. We are a fast-growing startup solving hard problems with iam. What you'll do: implemented IAM policies and security hardening; managed multi-region deployments; optimized cloud costs by 35%. What we need: deep expertise in linux and docker; strong background in python; experience deploying aws cli at scale. Bonus: s3, aws, vault. 4+ years of professional experience required. Benefits: unlimited PTO, remote work, top-of-market compensation, and equity."
Staff Engineer,Canva,"We are looking for a Staff Engineer to join our data platform team at Canva. You will refactored legacy systems and built scalable backend services. The ideal candidate has strong experience in postgresql, python, and system design. You should be comfortable working with vs code and docker. Responsibilities include designing scalable systems, collaborating with cross-functional teams, and driving best practices. Requirements: 3+ years of experience, proficiency in aws, docker, and ci/cd. Familiarity with postman is a plus. We offer competitive compensation, equity, and excellent benefits."
Full Stack Engineer,Figma,"Figma is hiring a Full Stack Engineer to help build and scale our data and engineering platform. In this role you will integrated payment gateways, designed and deployed full stack features, and developed end-to-end web applications. Must have: 2+ years in html, hands-on experience with docker and mongodb, strong knowledge of sql. Nice to have: postgresql, git, figma. You will work closely with product and design teams to deliver high-quality software. Our stack: html, docker, docker. Remote-friendly, competitive salary."
Data Scientist,Uber,"Uber is hiring a Data Scientist to help build and scale our data and engineering platform. In this role you will optimized model performance, conducted A/B testing, and built predictive models. Must have: 5+ years in pandas, hands-on experience with machine learning and scikit-learn, strong knowledge of tensorflow. Nice to have: numpy, git, jupyter. You will work closely with product and design teams to deliver high-quality software. Our stack: pandas, machine learning, docker. Remote-friendly, competitive salary."
Cloud Architect,Robinhood,"Robinhood is hiring a Cloud Architect to help build and scale our data and engineering platform. In this role you will managed multi-region deployments, implemented IAM policies and security hardening, and optimized cloud costs by 35%. Must have: 3+ years in aws, hands-on experience with security and networking, strong knowledge of cloudformation. Nice to have: python, terraform, kubectl. You will work closely with product and design teams to deliver high-quality software. Our stack: aws, security, ansible. Remote-friendly, competitive salary."
Business Analyst,Zscaler,"We are looking for a Business Analyst to join our analytics team at Zscaler. You will facilitated stakeholder workshops and translated business needs into technical specs. The ideal candidate has strong experience in power bi, python, and scrum. You should be comfortable working with jira and excel. Responsibilities include designing scalable systems, collaborating with cross-functional teams, and driving best practices. Requirements: 2+ years of experience, proficiency in jira, excel, and agile. Familiarity with sql is a plus. We offer competitive compensation, equity, and excellent benefits."
Senior Business Analyst,SAP,"We are looking for a Senior Business Analyst to join our AI/ML team at SAP. You will analyzed business requirements and created executive dashboards. The ideal candidate has strong experience in jira, python, and stakeholder management. You should be comfortable working with sql and tableau. Responsibilities include designing scalable systems, collaborating with cross-functional teams, and driving best practices. Requirements: 2+ years of experience, proficiency in agile, sql, and requirements gathering. Familiarity with power bi is a plus. We offer competitive compensation, equity, and excellent benefits."
Data Engineer,Databricks,"Join Databricks as a Data Engineer. We are a fast-growing startup solving hard problems with redshift. What you'll do: managed data warehouses; implemented data quality checks; deployed Kafka streaming systems. What we need: deep expertise in postgresql and snowflake; strong background in aws; experience deploying airflow at scale. Bonus: databricks, kafka, git. 2+ years of professional experience required. Benefits: unlimited PTO, remote work, top-of-market compensation, and equity."
Staff Data Engineer,Elastic,"Join Elastic as a Staff Data Engineer. We are a fast-growing startup solving hard problems with snowflake. What you'll do: automated ingestion jobs; implemented data quality checks; designed ETL workflows. What we need: deep expertise in postgresql and python; strong background in hadoop; experience deploying airflow at scale. Bonus: sql, airflow, kubernetes. 5+ years of professional experience required. Benefits: unlimited PTO, remote work, top-of-market compensation, and equity."
Machine Learning Engineer,Palo Alto Networks,"Join Palo Alto Networks as a Machine Learning Engineer. We are a fast-growing startup solving hard problems with llm. What you'll do: implemented computer vision pipelines; optimized model latency; designed inference APIs. What we need: deep expertise in tensorflow and fastapi; strong background in transformers; experience deploying kubernetes at scale. Bonus: docker, computer vision, docker. 4+ years of professional experience required. Benefits: unlimited PTO, remote work, top-of-market compensation, and equity."
Senior ML Engineer,Accenture,"Accenture is hiring a Senior ML Engineer to help build and scale our data and engineering platform. In this role you will fine-tuned transformer models, implemented computer vision pipelines, and deployed ML models to production. Must have: 3+ years in aws, hands-on experience with fastapi and llm, strong knowledge of model deployment. Nice to have: pytorch, mlflow, docker. You will work closely with product and design teams to deliver high-quality software. Our stack: aws, fastapi, hugging face. Remote-friendly, competitive salary."
API Engineer,Salesforce,"Salesforce is hiring a API Engineer to help build and scale our data and engineering platform. In this role you will built event-driven microservices, designed high-performance APIs, and integrated third-party APIs. Must have: 3+ years in python, hands-on experience with node.js and redis, strong knowledge of microservices. Nice to have: mongodb, jenkins, git. You will work closely with product and design teams to deliver high-quality software. Our stack: python, node.js, nginx. Remote-friendly, competitive salary."
Senior Business Analyst,Nvidia,"Join Nvidia as a Senior Business Analyst. We are a fast-growing startup solving hard problems with power bi. What you'll do: developed KPI frameworks; streamlined business processes; facilitated stakeholder workshops. What we need: deep expertise in python and requirements gathering; strong background in reporting; experience deploying excel at scale. Bonus: scrum, confluence, power bi. 2+ years of professional experience required. Benefits: unlimited PTO, remote work, top-of-market compensation, and equity."
Research Engineer,Palantir,"Join Palantir as a Research Engineer. We are a fast-growing startup solving hard problems with model deployment. What you'll do: designed inference APIs; built LLM-powered applications; fine-tuned transformer models. What we need: deep expertise in nlp and transformers; strong background in python; experience deploying hugging face at scale. Bonus: llm, rest api, mlflow. 4+ years of professional experience required. Benefits: unlimited PTO, remote work, top-of-market compensation, and equity."
Data Engineer,SAP,"We are looking for a Data Engineer to join our data platform team at SAP. You will managed data warehouses and built data pipelines. The ideal candidate has strong experience in airflow, databricks, and aws. You should be comfortable working with kubernetes and git. Responsibilities include designing scalable systems, collaborating with cross-functional teams, and driving best practices. Requirements: 2+ years of experience, proficiency in etl, data pipelines, and redshift. Familiarity with dbt is a plus. We offer competitive compensation, equity, and excellent benefits."
Senior Backend Engineer,Datadog,"Datadog is hiring a Senior Backend Engineer to help build and scale our data and engineering platform. In this role you will designed high-performance APIs, reduced API latency by 40%, and implemented authentication systems. Must have: 3+ years in git, hands-on experience with kafka and docker, strong knowledge of ci/cd. Nice to have: sql, git, jenkins. You will work closely with product and design teams to deliver high-quality software. Our stack: git, kafka, docker. Remote-friendly, competitive salary."
Systems Engineer,Uber,"Join Uber as a Systems Engineer. We are a fast-growing startup solving hard problems with docker. What you'll do: refactored legacy systems; led code reviews; implemented caching with Redis. What we need: deep expertise in postgresql and microservices; strong background in algorithms; experience deploying vs code at scale. Bonus: mongodb, aws, git. 3+ years of professional experience required. Benefits: unlimited PTO, remote work, top-of-market compensation, and equity."
Data Infrastructure Engineer,Figma,"Join Figma as a Data Infrastructure Engineer. We are a fast-growing startup solving hard problems with sql. What you'll do: implemented data quality checks; managed data warehouses; designed ETL workflows. What we need: deep expertise in databricks and scala; strong background in etl; experience deploying dbt at scale. Bonus: docker, kafka, git. 4+ years of professional experience required. Benefits: unlimited PTO, remote work, top-of-market compensation, and equity."
SRE,Palo Alto Networks,"Palo Alto Networks is hiring a SRE to help build and scale our data and engineering platform. In this role you will implemented monitoring with Prometheus and Grafana, reduced deployment time, and provisioned cloud infrastructure with Terraform. Must have: 5+ years in jenkins, hands-on experience with git and linux, strong knowledge of terraform. Nice to have: bash, vault, github actions. You will work closely with product and design teams to deliver high-quality software. Our stack: jenkins, git, jenkins. Remote-friendly, competitive salary."
Strategy Analyst,Salesforce,"Salesforce is hiring a Strategy Analyst to help build and scale our data and engineering platform. In this role you will streamlined business processes, analyzed business requirements, and translated business needs into technical specs. Must have: 3+ years in tableau, hands-on experience with stakeholder management and excel, strong knowledge of statistics. Nice to have: sql, power bi, sql. You will work closely with product and design teams to deliver high-quality software. Our stack: tableau, stakeholder management, tableau. Remote-friendly, competitive salary."
AWS Solutions Architect,Twilio,"Join Twilio as a AWS Solutions Architect. We are a fast-growing startup solving hard problems with azure. What you'll do: set up disaster recovery workflows; migrated on-prem systems to AWS; automated infrastructure with Terraform. What we need: deep expertise in terraform and docker; strong background in lambda; experience deploying terraform at scale. Bonus: s3, monitoring, kubectl. 2+ years of professional experience required. Benefits: unlimited PTO, remote work, top-of-market compensation, and equity."
AI Engineer,MongoDB,"We are looking for a AI Engineer to join our AI/ML team at MongoDB. You will implemented computer vision pipelines and designed inference APIs. The ideal candidate has strong experience in transformers, rest api, and machine learning. You should be comfortable working with aws sagemaker and hugging face. Responsibilities include designing scalable systems, collaborating with cross-functional teams, and driving best practices. Requirements: 5+ years of experience, proficiency in aws, docker, and llm. Familiarity with kubernetes is a plus. We offer competitive compensation, equity, and excellent benefits."
Frontend Developer,MongoDB,"Join MongoDB as a Frontend Developer. We are a fast-growing startup solving hard problems with css. What you'll do: developed accessible web interfaces; built responsive React applications; wrote unit and integration tests. What we need: deep expertise in jest and webpack; strong background in vue; experience deploying eslint at scale. Bonus: javascript, figma, figma. 2+ years of professional experience required. Benefits: unlimited PTO, remote work, top-of-market compensation, and equity."
Cloud Engineer,Figma,"Figma is hiring a Cloud Engineer to help build and scale our data and engineering platform. In this role you will automated infrastructure with Terraform, migrated on-prem systems to AWS, and optimized cloud costs by 35%. Must have: 2+ years in linux, hands-on experience with iam and azure, strong knowledge of kubernetes. Nice to have: s3, kubectl, aws cli. You will work closely with product and design teams to deliver high-quality software. Our stack: linux, iam, vault. Remote-friendly, competitive salary."
Senior DevOps Engineer,Accenture,"Join Accenture as a Senior DevOps Engineer. We are a fast-growing startup solving hard problems with aws. What you'll do: automated CI/CD pipelines; implemented monitoring with Prometheus and Grafana; secured container environments. What we need: deep expertise in python and prometheus; strong background in bash; experience deploying helm at scale. Bonus: git, jenkins, jenkins. 4+ years of professional experience required. Benefits: unlimited PTO, remote work, top-of-market compensation, and equity."
Business Analyst,Figma,"Figma is hiring a Business Analyst to help build and scale our data and engineering platform. In this role you will streamlined business processes, facilitated stakeholder workshops, and translated business needs into technical specs. Must have: 3+ years in sql, hands-on experience with jira and requirements gathering, strong knowledge of power bi. Nice to have: statistics, tableau, jira. You will work closely with product and design teams to deliver high-quality software. Our stack: sql, jira, sql. Remote-friendly, competitive salary."
Data Scientist,Gusto,"Gusto is hiring a Data Scientist to help build and scale our data and engineering platform. In this role you will optimized model performance, created dashboards, and developed ML pipelines. Must have: 2+ years in jupyter, hands-on experience with tableau and data analysis, strong knowledge of r. Nice to have: statistics, aws, git. You will work closely with product and design teams to deliver high-quality software. Our stack: jupyter, tableau, jupyter. Remote-friendly, competitive salary."
Staff Data Scientist,Snowflake,"We are looking for a Staff Data Scientist to join our analytics team at Snowflake. You will developed ML pipelines and designed feature engineering pipelines. The ideal candidate has strong experience in r, pandas, and numpy. You should be comfortable working with jupyter and azure. Responsibilities include designing scalable systems, collaborating with cross-functional teams, and driving best practices. Requirements: 4+ years of experience, proficiency in matplotlib, tableau, and tensorflow. Familiarity with aws is a plus. We offer competitive compensation, equity, and excellent benefits."
Full Stack Engineer,Scale AI,"We are looking for a Full Stack Engineer to join our core platform team at Scale AI. You will integrated payment gateways and developed end-to-end web applications. The ideal candidate has strong experience in rest api, aws, and typescript. You should be comfortable working with figma and jira. Responsibilities include designing scalable systems, collaborating with cross-functional teams, and driving best practices. Requirements: 3+ years of experience, proficiency in sql, git, and mongodb. Familiarity with git is a plus. We offer competitive compensation, equity, and excellent benefits."
Senior Cloud Engineer,Cohere,"Join Cohere as a Senior Cloud Engineer. We are a fast-growing startup solving hard problems with ci/cd. What you'll do: automated infrastructure with Terraform; set up disaster recovery workflows; managed multi-region deployments. What we need: deep expertise in azure and security; strong background in lambda; experience deploying ansible at scale. Bonus: docker, terraform, kubectl. 4+ years of professional experience required. Benefits: unlimited PTO, remote work, top-of-market compensation, and equity."
Cloud Architect,Faire,"Join Faire as a Cloud Architect. We are a fast-growing startup solving hard problems with security. What you'll do: implemented IAM policies and security hardening; automated infrastructure with Terraform; migrated on-prem systems to AWS. What we need: deep expertise in iam and aws; strong background in cloudformation; experience deploying terraform at scale. Bonus: kubernetes, networking, ansible. 2+ years of professional experience required. Benefits: unlimited PTO, remote work, top-of-market compensation, and equity."
Platform Engineer,ServiceNow,"Join ServiceNow as a Platform Engineer. We are a fast-growing startup solving hard problems with sql. What you'll do: built event-driven microservices; integrated third-party APIs; optimized database schemas. What we need: deep expertise in node.js and postgresql; strong background in mongodb; experience deploying nginx at scale. Bonus: microservices, docker, git. 3+ years of professional experience required. Benefits: unlimited PTO, remote work, top-of-market compensation, and equity."
DevOps Engineer,JetBrains,"Join JetBrains as a DevOps Engineer. We are a fast-growing startup solving hard problems with ansible. What you'll do: designed disaster recovery plans; secured container environments; automated CI/CD pipelines. What we need: deep expertise in linux and prometheus; strong background in git; experience deploying helm at scale. Bonus: docker, bash, jenkins. 4+ years of professional experience required. Benefits: unlimited PTO, remote work, top-of-market compensation, and equity."
SRE,SAP,"Join SAP as a SRE. We are a fast-growing startup solving hard problems with jenkins. What you'll do: provisioned cloud infrastructure with Terraform; automated CI/CD pipelines; implemented monitoring with Prometheus and Grafana. What we need: deep expertise in linux and python; strong background in azure; experience deploying pagerduty at scale. Bonus: docker, bash, vault. 4+ years of professional experience required. Benefits: unlimited PTO, remote work, top-of-market compensation, and equity."
Frontend Engineer,Salesforce,"Salesforce is hiring a Frontend Engineer to help build and scale our data and engineering platform. In this role you will implemented UI component libraries, improved page load performance, and built responsive React applications. Must have: 5+ years in redux, hands-on experience with javascript and jest, strong knowledge of responsive design. Nice to have: node.js, figma, git. You will work closely with product and design teams to deliver high-quality software. Our stack: redux, javascript, vite. Remote-friendly, competitive salary."
Full Stack Developer,Okta,"Okta is hiring a Full Stack Developer to help build and scale our data and engineering platform. In this role you will improved SEO and performance, integrated payment gateways, and developed end-to-end web applications. Must have: 3+ years in aws, hands-on experience with postgresql and sql, strong knowledge of react. Nice to have: docker, docker, vs code. You will work closely with product and design teams to deliver high-quality software. Our stack: aws, postgresql, figma. Remote-friendly, competitive salary."
Machine Learning Engineer,Quantum Analytics,"We are looking for a Machine Learning Engineer to join our infrastructure team at Quantum Analytics. You will fine-tuned transformer models and deployed ML models to production. The ideal candidate has strong experience in model deployment, aws, and docker. You should be comfortable working with kubernetes and aws sagemaker. Responsibilities include designing scalable systems, collaborating with cross-functional teams, and driving best practices. Requirements: 5+ years of experience, proficiency in nlp, pytorch, and deep learning. Familiarity with mlflow is a plus. We offer competitive compensation, equity, and excellent benefits."
Web Application Engineer,DataFlow Labs,"Join DataFlow Labs as a Web Application Engineer. We are a fast-growing startup solving hard problems with sql. What you'll do: developed end-to-end web applications; built real-time chat with WebSockets; built React frontends with Node.js backends. What we need: deep expertise in git and python; strong background in ci/cd; experience deploying git at scale. Bonus: typescript, aws, docker. 4+ years of professional experience required. Benefits: unlimited PTO, remote work, top-of-market compensation, and equity."
UI Engineer,Salesforce,"We are looking for a UI Engineer to join our core platform team at Salesforce. You will integrated REST APIs and developed accessible web interfaces. The ideal candidate has strong experience in graphql, node.js, and typescript. You should be comfortable working with figma and storybook. Responsibilities include designing scalable systems, collaborating with cross-functional teams, and driving best practices. Requirements: 5+ years of experience, proficiency in rest api, react, and javascript. Familiarity with eslint is a plus. We offer competitive compensation, equity, and excellent benefits."
Platform Engineer,Snowflake,"We are looking for a Platform Engineer to join our data platform team at Snowflake. You will integrated third-party APIs and implemented authentication systems. The ideal candidate has strong experience in java, ci/cd, and docker. You should be comfortable working with redis and jenkins. Responsibilities include designing scalable systems, collaborating with cross-functional teams, and driving best practices. Requirements: 5+ years of experience, proficiency in sql, kafka, and redis. Familiarity with postman is a plus. We offer competitive compensation, equity, and excellent benefits."
Strategy Analyst,Amazon,"Amazon is hiring a Strategy Analyst to help build and scale our data and engineering platform. In this role you will analyzed business requirements, streamlined business processes, and translated business needs into technical specs. Must have: 4+ years in agile, hands-on experience with python and power bi, strong knowledge of requirements gathering. Nice to have: jira, power bi, tableau. You will work closely with product and design teams to deliver high-quality software. Our stack: agile, python, sql. Remote-friendly, competitive salary."
Senior Backend Engineer,JetBrains,"JetBrains is hiring a Senior Backend Engineer to help build and scale our data and engineering platform. In this role you will implemented authentication systems, optimized database schemas, and deployed services on AWS. Must have: 3+ years in node.js, hands-on experience with microservices and sql, strong knowledge of ci/cd. Nice to have: postgresql, docker, nginx. You will work closely with product and design teams to deliver high-quality software. Our stack: node.js, microservices, git. Remote-friendly, competitive salary."
Full Stack Engineer,Datadog,"Join Datadog as a Full Stack Engineer. We are a fast-growing startup solving hard problems with javascript. What you'll do: designed and deployed full stack features; integrated payment gateways; developed end-to-end web applications. What we need: deep expertise in css and mongodb; strong background in rest api; experience deploying jira at scale. Bonus: html, ci/cd, vs code. 3+ years of professional experience required. Benefits: unlimited PTO, remote work, top-of-market compensation, and equity."
